Title,Course Id,Type,Completion Status,Start Date,Completed Date,Length,Length Unit,Attempts
Store and apply operations on list data in F#,afaca773-8959-4b62-9e5b-8c3d4e195625,Online Course,Completed,8/1/2021,8/1/2021,1320,Seconds,1
Azure Health Bot built-in scenarios,908d00be-77cc-45f3-abf0-b15a39faed89,Online Course,Completed,7/28/2021,7/28/2021,1560,Seconds,1
Azure Health Bot case studies,7e639b5a-6fa1-4511-bd62-b6ab4c5fc1d8,Online Course,Completed,7/28/2021,7/28/2021,660,Seconds,1
Azure Health Bot scenario templates,2642cd96-4d6a-49ca-b637-4d9f599547b6,Online Course,Completed,7/28/2021,7/28/2021,1200,Seconds,1
Basic Azure Health Bot,74516baa-9578-4ebb-b5fa-90809c77b7fa,Online Course,Completed,7/28/2021,7/28/2021,2940,Seconds,1
Channelized Azure Health Bot,af04d06c-5d5c-440b-a65c-913eb1a1b599,Online Course,Completed,7/28/2021,7/28/2021,1920,Seconds,1
Configure Azure Alerts,72394fc4-d5f2-458b-b8d6-0f8d8eecf033,Online Course,Completed,7/28/2021,7/28/2021,1140,Seconds,1
Configure Azure App Service,01aa61ff-fa63-4367-b733-910071709321,Online Course,Completed,7/28/2021,7/28/2021,2640,Seconds,1
Configure Azure ExpressRoute and Azure Virtual WAN,73d55231-e50e-4576-bca8-2797bef1d19b,Online Course,Completed,7/28/2021,7/28/2021,1200,Seconds,1
Configure Azure Firewall,96589d7a-0073-458a-b4b3-3ce6fc3a6676,Online Course,Completed,7/28/2021,7/28/2021,1200,Seconds,1
Configure Azure Kubernetes Service,ff4bcf80-1b81-4818-9b41-324ca6e242cf,Online Course,Completed,7/28/2021,7/28/2021,2640,Seconds,1
Configure Azure Load Balancer,5aaf9472-b60c-4458-9bc5-a5dd2d4b4ea0,Online Course,Completed,7/28/2021,7/28/2021,4200,Seconds,1
Configure Azure Monitor,f7a3bd33-3a7b-4e6e-bbba-cdd378291cbc,Online Course,Completed,7/28/2021,7/28/2021,3540,Seconds,1
Configure Azure Policy,4eb3cbca-74e1-4275-a7e6-cffe717e92f3,Online Course,Completed,7/28/2021,7/28/2021,2400,Seconds,1
Configure Azure resources with tools,f50784da-4df4-42e2-bf29-af140b914912,Online Course,Completed,7/28/2021,7/28/2021,2760,Seconds,1
Configure Azure VPN Gateway,2bfa554f-4f06-43ad-9356-1723b8975860,Online Course,Completed,7/28/2021,7/28/2021,1620,Seconds,1
Configure file and folder backups,3ba57cef-9753-43f8-94bf-a4e27e2dc09f,Online Course,Completed,7/28/2021,7/28/2021,3780,Seconds,1
Configure Log Analytics,31023768-8a62-4b25-8793-362c5c765755,Online Course,Completed,,7/28/2021,1680,Seconds,1
Configure Microsoft Entra ID,a46aa2ca-b1c2-442a-bb99-2d4c4f5b437e,Online Course,Completed,,7/28/2021,1140,Seconds,1
Configure Network Watcher,316b4ded-5f98-4cd8-9bbe-6d5d69099bb1,Online Course,Completed,7/28/2021,7/28/2021,1140,Seconds,1
Configure resources with Azure Resource Manager templates,2db9de61-48cb-4f7c-9b40-23a3dee1c909,Online Course,Completed,7/28/2021,7/28/2021,2460,Seconds,1
Configure role-based access control,29e111da-9ebd-4f33-a1fd-296a48f29807,Online Course,Completed,7/28/2021,7/28/2021,2820,Seconds,1
Configure storage accounts,94610793-533f-41c4-9622-72e129ceb435,Online Course,Completed,,7/28/2021,2820,Seconds,1
Configure user and group accounts,c95dbd3f-52b2-4504-944c-a7834abf2c9b,Online Course,Completed,7/28/2021,7/28/2021,1200,Seconds,1
Configure virtual machine backups,165222cc-73a9-410f-978c-a8c8cedffd21,Online Course,Completed,,7/28/2021,4260,Seconds,1
Configure virtual machine extensions,ec50b4ec-b2c1-49d9-834c-4e3b156b26ad,Online Course,Completed,7/28/2021,7/28/2021,1020,Seconds,1
Configure virtual machines,8da293bc-a513-462e-af4a-b7e830f6b12f,Online Course,Completed,7/28/2021,7/28/2021,2400,Seconds,1
Create and apply a document understanding model,f0489a86-6822-4a8d-9dd2-39e1d6731014,Online Course,Completed,7/28/2021,7/28/2021,1320,Seconds,1
Create and apply a form processing model,cafb543a-e11d-4cfb-afad-d01c6d1b3879,Online Course,Completed,7/28/2021,7/28/2021,1140,Seconds,1
Create and architect with functions in F#,4ff32510-210f-4445-8aab-1b8ebd8a769f,Online Course,Completed,7/28/2021,7/28/2021,1080,Seconds,1
Create intelligent health bots with Azure Health Bot,e4e3b60f-9053-4f56-888d-74a2ebcad077,Online Course,Completed,7/28/2021,7/28/2021,16620,Seconds,1
Enhanced Azure Health Bot,82263eba-574d-4589-a7f1-17b165c03c3e,Online Course,Completed,7/28/2021,7/28/2021,2400,Seconds,1
Get Started with SharePoint Syntex,f35560c7-6e75-446e-af36-047f8f41eb4e,Online Course,Completed,7/28/2021,7/28/2021,7800,Seconds,1
Integrate Azure Health Bot with a database,85ab02d8-fde7-47d0-b6d0-48f86dbd29a3,Online Course,Completed,7/28/2021,7/28/2021,2400,Seconds,1
Introduction to 5G for Azure in the Enterprise,1d3b173f-4eb8-433f-aa31-3ed39282fb6f,Online Course,Completed,7/28/2021,7/28/2021,1920,Seconds,1
Introduction to Azure Advisor,b8eef5ed-d7ad-4131-9365-2f5115287d3b,Online Course,Completed,,7/28/2021,960,Seconds,1
Language understanding in Azure Health Bot,da6ecbce-136c-4845-91c8-31460ea1938b,Online Course,Completed,7/28/2021,7/28/2021,2760,Seconds,1
Manage execution flow in F#,aa83d468-8789-4bcf-a282-77bb8588d6f1,Online Course,Completed,7/28/2021,7/28/2021,960,Seconds,1
Manage personnel with Dynamics 365 Human Resources,7e94b89d-6630-42bb-b928-7179ed3f459c,Online Course,Completed,,7/28/2021,4620,Seconds,1
Set up the Rust development environment,447df2c1-eeb9-4f23-84f9-20096a6bd029,Online Course,Completed,7/28/2021,7/28/2021,960,Seconds,1
Use Azure Resource Manager,3c722f8e-eab0-4aa6-a642-6a28b3b0adb7,Online Course,Completed,7/28/2021,7/28/2021,1800,Seconds,1
What is Rust,cbfe9a90-65f4-49ec-ae24-8f818c9f8644,Online Course,Completed,7/28/2021,7/28/2021,1020,Seconds,1
Accessing Your Brain s Hidden Potential,LINKEDINLEARNING_66425,Online Course,Completed,7/26/2021,7/26/2021,0,Seconds,1
Doubling the Performance of AI for Fraud Detection with Graph,PSL3953.00,Online Course,Completed,7/26/2021,7/26/2021,,,1
Mining Data from Text,PSL869166172.00,Online Course,Completed,7/26/2021,7/26/2021,,,1
5G business models for Azure cloud technologies in enterprise,a31ca215-6cee-456a-a8f3-b34c53c3fea7,Online Course,Completed,7/24/2021,7/24/2021,2400,Seconds,1
Apply cluster upgrades and security patches with Azure Kubernetes Service,005eb96f-0749-4dee-a363-e1f51a03b18e,Online Course,Completed,7/24/2021,7/24/2021,3600,Seconds,1
AZ-700 Design and Implement Microsoft Azure Network Solutions,8e3bfa99-01c9-4ccd-b6cc-311573e9da67,Online Course,Completed,7/24/2021,7/24/2021,23340,Seconds,1
Business continuity and disaster recovery for Azure Virtual Desktop,2d034e67-a59b-4de2-9a32-7afcd811eb97,Online Course,Completed,7/24/2021,7/24/2021,2040,Seconds,1
Configure Azure App Service plans,4a534f7f-2b5c-4161-bda3-893b88f986ef,Online Course,Completed,7/24/2021,7/24/2021,1440,Seconds,1
Configure Azure Blob Storage,fcc8611d-e652-48c4-9f5e-a14f556ce2dc,Online Course,Completed,7/24/2021,7/24/2021,4200,Seconds,1
Configure Azure Container Instances,9ceff79e-7d6e-4ca8-8ebd-5408adbd06a0,Online Course,Completed,7/24/2021,7/24/2021,2220,Seconds,1
Configure Azure DNS,070cd8bf-6d5a-4b83-8708-a364d916498a,Online Course,Completed,7/24/2021,7/24/2021,1860,Seconds,1
Configure Azure Storage security,da182c3b-2294-4a04-9dc0-40a6d083df2e,Online Course,Completed,7/24/2021,7/24/2021,2040,Seconds,1
Configure Azure Storage with tools,0c7ef744-b28c-4088-a12d-1a11af738d34,Online Course,Completed,7/24/2021,7/24/2021,1200,Seconds,1
Configure Azure Virtual Network peering,1476a5d5-e9ec-4c65-878f-b770ca49a9eb,Online Course,Completed,7/24/2021,7/24/2021,2280,Seconds,1
Configure network routing and endpoints,0f28f9ff-a346-4617-9f12-14caece26005,Online Course,Completed,7/24/2021,7/24/2021,3060,Seconds,1
Configure virtual networks,4f234721-42a0-4630-8dc5-8f2f9d39d0e8,Online Course,Completed,7/24/2021,7/24/2021,2520,Seconds,1
Create and deploy a voice activated WebXR app with Babylon.js and Azure Cognitive Services,1243da5b-3007-47b4-9c5b-5626f18a574b,Online Course,Completed,7/24/2021,7/24/2021,3300,Seconds,1
Create compensation plans in Dynamics 365 Human Resources,0957ff1d-9214-4aa2-aebd-a5d3f39ba863,Online Course,Completed,7/24/2021,7/24/2021,3600,Seconds,1
Design and implement network security,32461d29-9627-417c-b6f1-2b35dca6f0c6,Online Course,Completed,7/24/2021,7/24/2021,3540,Seconds,1
Discover commands in PowerShell,dab66620-25c1-4edc-979f-a9533a728e55,Online Course,Completed,7/24/2021,7/24/2021,1080,Seconds,1
Gap solution design for Dynamics 365 solutions,b2755695-2b20-4a49-aacb-f6769525c712,Online Course,Completed,7/24/2021,7/24/2021,2220,Seconds,1
Introduction to Azure IoT Central,147fdea9-d4fa-466b-a157-5ab30e5c1917,Online Course,Completed,7/24/2021,7/24/2021,1560,Seconds,1
Introduction to Azure Virtual Networks,a3182400-8cf9-4c1c-8ba6-6c82c37c8925,Online Course,Completed,7/24/2021,7/24/2021,4200,Seconds,1
Introduction to software testing concepts,5367f278-698d-42ee-b647-21c4a0224cf8,Online Course,Completed,7/24/2021,7/24/2021,1140,Seconds,1
Take your first steps with F#,55f77726-54a5-4712-b55d-45a2bf21c8cb,Online Course,Completed,7/24/2021,7/24/2021,6120,Seconds,1
Write your first F# code,4d14a2db-b9d2-4d8d-8c66-97979c3e7006,Online Course,Completed,7/24/2021,7/24/2021,1680,Seconds,1
Configure Azure DNS,070cd8bf-6d5a-4b83-8708-a364d916498a,Online Course,Completed,7/22/2021,7/22/2021,1860,Seconds,1
Configure network security groups,8da34ee3-6e2c-4efc-8e9d-32b69e164d8b,Online Course,Completed,7/22/2021,7/22/2021,2580,Seconds,1
Introduction to Azure IoT Central,147fdea9-d4fa-466b-a157-5ab30e5c1917,Online Course,Completed,7/22/2021,7/22/2021,1560,Seconds,1
Store and retrieve data by using F#,608b9889-d789-43ed-ac46-b036e3fb3499,Online Course,Completed,7/22/2021,7/22/2021,1080,Seconds,1
5G business models for Azure cloud technologies in enterprise,a31ca215-6cee-456a-a8f3-b34c53c3fea7,Online Course,Completed,7/20/2021,7/20/2021,2400,Seconds,1
Apply cluster upgrades and security patches with Azure Kubernetes Service,005eb96f-0749-4dee-a363-e1f51a03b18e,Online Course,Completed,7/20/2021,7/20/2021,3600,Seconds,1
AZ-700 Design and Implement Microsoft Azure Network Solutions,8e3bfa99-01c9-4ccd-b6cc-311573e9da67,Online Course,Completed,7/20/2021,7/20/2021,23340,Seconds,1
Business continuity and disaster recovery for Azure Virtual Desktop,2d034e67-a59b-4de2-9a32-7afcd811eb97,Online Course,Completed,7/20/2021,7/20/2021,2040,Seconds,1
Business intelligence and analytics design for Dynamics 365 solutions,5b4ee778-cab0-4cd2-8cfa-23ca747a3a4e,Online Course,Completed,7/20/2021,7/20/2021,2220,Seconds,1
Choose a bot-building tool,83243851-4d16-4f77-b075-fabbeb6a0ca3,Online Course,Completed,7/20/2021,7/20/2021,2040,Seconds,1
Create and deploy a voice activated WebXR app with Babylon.js and Azure Cognitive Services,1243da5b-3007-47b4-9c5b-5626f18a574b,Online Course,Completed,7/20/2021,7/20/2021,3300,Seconds,1
Design and implement network security,32461d29-9627-417c-b6f1-2b35dca6f0c6,Online Course,Completed,7/20/2021,7/20/2021,3540,Seconds,1
Discover commands in PowerShell,dab66620-25c1-4edc-979f-a9533a728e55,Online Course,Completed,7/20/2021,7/20/2021,1080,Seconds,1
Introduction to Azure Virtual Networks,a3182400-8cf9-4c1c-8ba6-6c82c37c8925,Online Course,Completed,7/20/2021,7/20/2021,4200,Seconds,1
Introduction to cybersecurity,f7b8efd1-10ee-40dd-a2a0-ccbc03245d1d,Online Course,Completed,7/20/2021,7/20/2021,1800,Seconds,1
Introduction to software testing concepts,5367f278-698d-42ee-b647-21c4a0224cf8,Online Course,Completed,7/20/2021,7/20/2021,1140,Seconds,1
Write your first F# code,4d14a2db-b9d2-4d8d-8c66-97979c3e7006,Online Course,Completed,7/20/2021,7/20/2021,1680,Seconds,1
Getting Started with NLP Deep Learning Using PyTorch 1 and fastai 1,PSL987786470.00,Online Course,Completed,7/19/2021,7/19/2021,,,2
Learning Design Thinking,2875325,Online Course,Completed,7/19/2021,7/19/2021,1995,Seconds,1
One-Minute Habits for Success,2887218,Online Course,Completed,7/19/2021,7/19/2021,2420,Seconds,1
Authenticate and authorize multi-tenant apps using Microsoft Entra ID,1324719e-869a-4152-8522-e7a202dc81b6,Online Course,Completed,7/15/2021,7/15/2021,6180,Seconds,1
Data setup with the Vaccination management app,a19655fd-9a06-4ba4-9c2a-e4b4b0ef2d23,Online Course,Completed,7/15/2021,7/15/2021,1680,Seconds,1
Deploy and maintain cloud-native apps with GitHub actions and Azure Pipelines,88fcf88b-9333-4b39-b29b-6c9f8d8019fb,Online Course,Completed,7/15/2021,7/15/2021,5880,Seconds,1
Design and implement Azure ExpressRoute,661610ba-0f43-45c7-98fb-dcec3ea94cd0,Online Course,Completed,7/15/2021,7/15/2021,3420,Seconds,1
Design and implement hybrid networking,631a4222-a6c0-4060-957a-d43645ac5585,Online Course,Completed,7/15/2021,7/15/2021,2820,Seconds,1
Design and implement network monitoring,27173108-29d4-4e55-b144-2f62cf7e8f03,Online Course,Completed,7/15/2021,7/15/2021,1680,Seconds,1
Design and implement private access to Azure Services,6c9041f3-f2d0-436e-9c30-c726f1a8965b,Online Course,Completed,7/15/2021,7/15/2021,2520,Seconds,1
Get up and running quickly with Microsoft Vaccination Management,e1a5908f-2058-4335-929e-e0a8508cbaf0,Online Course,Completed,7/15/2021,7/15/2021,14520,Seconds,1
Introduction to Azure Bot Service and Bot Framework Composer,a36fe732-3e65-4318-9113-33479c037e6e,Online Course,Completed,7/15/2021,7/15/2021,2100,Seconds,1
Load balance HTTP(S) traffic in Azure,7d116920-e7d7-40cf-8774-878ff6674764,Online Course,Completed,7/15/2021,7/15/2021,2520,Seconds,1
Load balance non-HTTP(S) traffic in Azure,5ee63b3e-beee-43cf-b20b-3aaa31bc81a5,Online Course,Completed,7/15/2021,7/15/2021,2640,Seconds,1
Microsoft Cloud Solution Center and licensing,9ebb2ff3-a489-4e86-8845-449080278cef,Online Course,Completed,7/15/2021,7/15/2021,720,Seconds,1
Microsoft Vaccination Management environment preparation,c6b8ed4e-c4e5-4b85-aea0-eeb835cf12e7,Online Course,Completed,7/15/2021,7/15/2021,1260,Seconds,1
Microsoft Vaccination Management Frontline worker app,afcb1072-0b7b-44d9-afa0-99beed62a178,Online Course,Completed,7/15/2021,7/15/2021,1800,Seconds,1
Microsoft Vaccination Management overview,74f16e02-4f49-43f4-b259-8695ea45c93d,Online Course,Completed,7/15/2021,7/15/2021,1080,Seconds,1
Microsoft Vaccination Management post-deployment configuration,ac141be0-4b28-494a-bb11-350a2fe9810b,Online Course,Completed,7/15/2021,7/15/2021,4020,Seconds,1
Prepare to develop AI solutions on Azure,a98f7cf6-b930-498d-8c3b-c5383e3c3ce4,Online Course,Completed,7/15/2021,7/15/2021,1860,Seconds,1
Registration and booking process in Microsoft Vaccination Management,a191c32d-006d-49dc-b066-25fbbdb78c93,Online Course,Completed,7/15/2021,7/15/2021,2460,Seconds,1
Use the Microsoft Vaccination Management Dashboard,37d83513-94a9-490d-86ef-673e71a6e4e8,Online Course,Completed,7/15/2021,7/15/2021,1500,Seconds,1
Analyze images,677113fa-a878-4f8e-8f18-3136334814aa,Online Course,Completed,7/12/2021,7/12/2021,2640,Seconds,1
Analyze video,dea6bc6c-d6d3-4657-8a1f-f5ee517c1459,Online Course,Completed,7/12/2021,7/12/2021,2880,Seconds,1
Build an IoT service for your cloud-native apps by using IoT Central,e2e1cd51-95be-4d56-9675-3ec72d7cc790,Online Course,Completed,7/12/2021,7/12/2021,5460,Seconds,1
Building Deep Learning Models Using PyTorch,PSL957806191.00,Online Course,Completed,7/5/2021,7/12/2021,,,1
Building Deep Learning Models Using PyTorch,PSL957806191.00,Online Course,Completed,7/12/2021,7/12/2021,,,1
Classify images,6ea59ed8-0003-4674-a3fb-e7d6f26c5e59,Online Course,Completed,7/12/2021,7/12/2021,3780,Seconds,1
Create a Language Understanding app,e346ce74-dbf6-4429-a888-0a46307d698e,Online Course,Completed,7/12/2021,7/12/2021,3300,Seconds,1
Create a Language Understanding solution,38bbf034-6c50-4acb-9e78-94de42d0971c,Online Course,Completed,7/12/2021,7/12/2021,8880,Seconds,1
Create computer vision solutions with Azure AI Vision,731a281f-82aa-4e8f-ba03-2728a3a6cc16,Online Course,Completed,,7/12/2021,16020,Seconds,1
Detect objects in images,7d3a3d79-0c6c-4ddc-a5e3-573f4a1bb660,Online Course,Completed,7/12/2021,7/12/2021,3900,Seconds,1
"Detect, analyze, and recognize faces",2aa03790-7e77-4243-8b48-45b288241084,Online Course,Completed,,7/12/2021,3240,Seconds,1
Introduction to Custom Commands,df710ff3-db0f-476f-a1cc-d776748119e5,Online Course,Completed,7/12/2021,7/12/2021,1260,Seconds,1
Leading with a Heavy Heart,2883251,Online Course,Completed,7/12/2021,7/12/2021,1387,Seconds,1
Manage changes to your Bicep code by using Git,ab557e7e-ef45-44ee-a98d-50cd0359fc89,Online Course,Completed,7/12/2021,7/12/2021,2580,Seconds,1
Measure and optimize model performance with ROC and AUC,d3a905bc-3dc6-4fd7-9ace-3ca8aa6927f0,Online Course,Completed,,7/12/2021,2160,Seconds,1
Monitoring Java applications on Azure,82441b6b-e682-4b72-93ca-5e9188bde838,Online Course,Completed,7/12/2021,7/12/2021,3600,Seconds,1
Publish and use a Language Understanding app,3689284e-a919-4636-ba0f-3d1e9af224e3,Online Course,Completed,7/12/2021,7/12/2021,2880,Seconds,1
Set up SharePoint Syntex,e8ef1fde-c303-47df-9c43-9f484d3efa85,Online Course,Completed,7/12/2021,7/12/2021,780,Seconds,1
Staying Positive in the Face of Negativity,2880016,Online Course,Completed,7/12/2021,7/12/2021,3399,Seconds,1
Transcribe large amounts of audio data with Batch Transcription,ea21394d-66e1-42e7-96f0-3800e17adf70,Online Course,Completed,7/12/2021,7/12/2021,2100,Seconds,1
Use Language Understanding with Speech,40b25870-b86c-495a-b2a2-7f3552138e2b,Online Course,Completed,7/12/2021,7/12/2021,2700,Seconds,1
Apply next-generation protection with Microsoft Defender for Endpoint,e3aa1268-1cc0-41fb-93fe-98414f7257d7,Online Course,Completed,7/9/2021,7/9/2021,720,Seconds,1
Bringing it all together for engaging virtual events in Microsoft 365,d4475ae6-2ece-41a4-9853-f1d98d893caa,Online Course,Completed,7/9/2021,7/9/2021,1440,Seconds,1
Build a basic cloud-native service using PostgreSQL and Node.js,4b4ac5da-56d5-4d6c-96e1-6b1fee829a0e,Online Course,Completed,7/9/2021,7/9/2021,6000,Seconds,1
Build a question answering solution,3e2dd660-f17c-428f-91cd-43bc7078442a,Online Course,Completed,7/9/2021,7/9/2021,3180,Seconds,1
Build a question answering solution,7d9eadc1-3b0b-4374-a776-2dd7d6a2d0f4,Online Course,Completed,7/9/2021,7/9/2021,3180,Seconds,1
Build classical machine learning models with supervised learning,5ce69fde-1ebb-4e68-9e99-c3ec1b22edac,Online Course,Completed,7/9/2021,7/9/2021,3120,Seconds,1
Combine external applications for more customized productions with Microsoft 365,6996a9c1-1329-43fd-b483-ace11f5e5ead,Online Course,Completed,7/9/2021,7/9/2021,2160,Seconds,1
Configure and troubleshoot Microsoft Teams clients and services,f4108659-1761-4fe6-8b51-272364cccb2d,Online Course,Completed,7/9/2021,7/9/2021,3780,Seconds,1
